act_symbol,period_end_date,reported,estimate
ON,2024-03-31,1.08,1.04
ON,2024-06-30,0.96,0.92
ON,2024-09-30,0.99,0.97
ON,2024-12-31,0.95,0.98
PAYX,2020-02-29,0.97,0.95
PAYX,2020-05-31,0.61,0.61
PAYX,2020-08-31,0.63,0.56
PAYX,2020-11-30,0.73,0.66
PAYX,2021-02-28,0.96,0.93
PAYX,2021-05-31,0.72,0.67
PAYX,2021-08-31,0.89,0.81
PAYX,2021-11-30,0.91,0.79
PAYX,2022-02-28,1.15,1.04
PAYX,2022-05-31,0.81,0.79
PAYX,2022-08-31,1.03,0.97
PAYX,2022-11-30,0.99,0.95
PAYX,2023-02-28,1.29,1.24
PAYX,2023-05-31,0.97,0.98
PAYX,2023-08-31,1.14,1.12
PAYX,2023-11-30,1.08,1.07
PAYX,2024-02-29,1.38,1.36
PAYX,2024-05-31,1.12,1.10
PAYX,2024-08-31,1.16,1.14
PAYX,2024-11-30,1.14,1.12
PAYX,2025-02-28,1.49,1.48
PCAR,2020-03-31,1.03,1.21
PCAR,2020-06-30,0.43,0.31
PCAR,2020-09-30,1.11,0.96
PCAR,2020-12-31,1.17,1.24
PCAR,2021-03-31,1.35,1.27
PCAR,2021-06-30,1.41,1.38
PCAR,2021-09-30,1.08,1.21
PCAR,2021-12-31,1.47,1.31
PCAR,2022-03-31,1.72,1.51
PCAR,2022-06-30,2.07,1.81
PCAR,2022-09-30,2.21,2.01
PCAR,2022-12-31,2.64,2.23
PCAR,2023-03-31,2.25,1.82
PCAR,2023-06-30,2.33,2.14
PCAR,2023-09-30,2.34,2.07
PCAR,2023-12-31,2.70,2.20
PCAR,2024-03-31,2.27,2.17
PCAR,2024-06-30,2.13,2.15
PCAR,2024-09-30,1.85,1.82
PCAR,2024-12-31,1.66,1.68
PYPL,2020-03-31,0.66,0.75
PYPL,2020-06-30,1.07,0.84
PYPL,2020-09-30,1.07,0.94
PYPL,2020-12-31,1.08,1.00
PYPL,2021-03-31,1.22,1.01
PYPL,2021-06-30,1.15,1.13
PYPL,2021-09-30,1.11,1.07
PYPL,2021-12-31,1.11,1.12
PYPL,2022-03-31,0.88,0.88
PYPL,2022-06-30,0.93,0.85
PYPL,2022-09-30,1.08,0.95
PYPL,2022-12-31,1.24,1.20
PYPL,2023-03-31,1.17,1.10
PYPL,2023-06-30,1.16,1.16
PYPL,2023-09-30,1.30,1.22
PYPL,2023-12-31,1.48,1.36
PYPL,2024-03-31,1.40,1.20
PYPL,2024-06-30,1.19,0.96
PYPL,2024-09-30,1.20,1.08
PYPL,2024-12-31,1.19,1.13
REGN,2020-03-31,6.60,5.73
REGN,2020-06-30,7.16,6.23
REGN,2020-09-30,8.36,7.23
REGN,2020-12-31,9.53,8.32
REGN,2021-03-31,9.89,8.79
REGN,2021-06-30,25.80,19.55
REGN,2021-09-30,15.37,9.81
REGN,2021-12-31,23.72,18.49
REGN,2022-03-31,11.49,9.37
REGN,2022-06-30,9.77,8.53
REGN,2022-09-30,11.14,9.70
REGN,2022-12-31,12.56,9.68
REGN,2023-03-31,12.56,9.68
REGN,2023-06-30,10.24,9.92
REGN,2023-09-30,11.59,10.80
REGN,2023-12-31,11.86,10.43
REGN,2024-03-31,9.55,10.20
REGN,2024-06-30,11.56,10.57
REGN,2024-09-30,12.46,11.75
REGN,2024-12-31,12.07,11.62
ROP,2020-03-31,3.05,2.85
ROP,2020-06-30,2.94,2.67
ROP,2020-09-30,3.17,3.01
ROP,2020-12-31,3.56,3.49
ROP,2021-03-31,3.60,3.32
ROP,2021-06-30,3.76,3.66
ROP,2021-09-30,3.91,3.86
ROP,2021-12-31,3.73,3.66
ROP,2022-03-31,3.77,3.69
ROP,2022-06-30,3.95,3.82
ROP,2022-09-30,3.95,3.82
ROP,2022-12-31,3.92,3.77
ROP,2023-03-31,3.90,3.85
ROP,2023-06-30,4.12,4.00
ROP,2023-09-30,4.32,4.21
ROP,2023-12-31,4.37,4.33
ROP,2024-03-31,4.41,4.34
ROP,2024-06-30,4.48,4.46
ROP,2024-09-30,4.62,4.53
ROP,2024-12-31,4.81,4.72
ROST,2020-01-31,1.28,1.26
ROST,2020-04-30,-0.29,-0.01
ROST,2020-07-31,-0.13,-0.31
ROST,2020-10-31,1.02,0.63
ROST,2021-01-31,0.67,1.03
ROST,2021-04-30,1.34,0.90
ROST,2021-07-31,1.39,1.00
ROST,2021-10-31,1.09,0.79
ROST,2022-01-31,1.04,0.97
ROST,2022-04-30,0.97,0.99
ROST,2022-07-31,1.11,0.98
ROST,2022-10-31,1.00,0.81
ROST,2023-01-31,1.31,1.23
ROST,2023-04-30,1.09,1.06
ROST,2023-07-31,1.32,1.17
ROST,2023-10-31,1.33,1.22
ROST,2024-01-31,1.82,1.63
ROST,2024-04-30,1.46,1.34
ROST,2024-07-31,1.59,1.49
ROST,2024-10-31,1.48,1.39
ROST,2025-01-31,1.79,1.65
TEAM,2020-03-31,0.25,0.20
TEAM,2020-06-30,0.25,0.20
TEAM,2020-09-30,0.30,0.27
TEAM,2020-12-31,0.37,0.31
TEAM,2021-03-31,0.48,0.29
TEAM,2021-06-30,0.24,1.33
TEAM,2021-09-30,0.46,0.39
TEAM,2021-12-31,0.50,0.38
TEAM,2022-03-31,0.47,0.32
TEAM,2022-06-30,0.27,0.26
TEAM,2022-09-30,0.36,0.38
TEAM,2022-12-31,0.45,0.31
TEAM,2023-03-31,0.54,0.33
TEAM,2023-06-30,0.57,0.43
TEAM,2023-09-30,0.65,0.53
TEAM,2023-12-31,0.73,0.62
TEAM,2024-03-31,0.89,0.61
TEAM,2024-06-30,0.66,0.59
TEAM,2024-09-30,0.77,0.63
TEAM,2024-12-31,0.96,0.73
TTD,2020-03-31,0.90,0.46
TTD,2020-06-30,0.92,0.38
TTD,2020-09-30,1.27,0.49
TTD,2020-12-31,3.71,1.90
TTD,2021-03-31,1.41,0.82
TTD,2021-06-30,0.18,0.13
TTD,2021-09-30,0.18,0.16
TTD,2021-12-31,0.42,0.29
TTD,2022-03-31,0.21,0.16
TTD,2022-06-30,0.20,0.21
TTD,2022-09-30,0.26,0.24
TTD,2022-12-31,0.38,0.37
TTD,2023-03-31,0.23,0.13
TTD,2023-06-30,0.28,0.26
TTD,2023-09-30,0.33,0.29
TTD,2023-12-31,0.41,0.43
TTD,2024-03-31,0.26,0.22
TTD,2024-06-30,0.39,0.36
TTD,2024-09-30,0.41,0.40
TTD,2024-12-31,0.59,0.58
TTWO,2020-03-31,1.66,0.88
TTWO,2020-06-30,2.68,1.58
TTWO,2020-09-30,2.04,1.45
TTWO,2020-12-31,1.25,0.95
TTWO,2021-03-31,1.44,0.68
TTWO,2021-06-30,1.07,0.93
TTWO,2021-09-30,1.58,1.35
TTWO,2021-12-31,1.46,1.13
TTWO,2022-03-31,1.16,1.01
TTWO,2022-06-30,0.61,0.84
TTWO,2022-09-30,1.25,1.37
TTWO,2022-12-31,0.93,0.88
TTWO,2023-03-31,0.85,0.68
TTWO,2023-06-30,0.36,0.37
TTWO,2023-09-30,1.23,1.02
TTWO,2023-12-31,0.71,0.72
TTWO,2024-03-31,0.31,0.07
TTWO,2024-06-30,0.05,0.01
TTWO,2024-09-30,0.66,0.42
TTWO,2024-12-31,0.72,0.57
VRSK,2020-03-31,1.17,1.14
VRSK,2020-06-30,1.29,1.18
VRSK,2020-09-30,1.32,1.21
VRSK,2020-12-31,1.27,1.31
VRSK,2021-03-31,1.23,1.25
VRSK,2021-06-30,1.17,1.34
VRSK,2021-09-30,1.44,1.37
VRSK,2021-12-31,1.47,1.39
VRSK,2022-03-31,1.34,1.39
VRSK,2022-06-30,1.53,1.42
VRSK,2022-09-30,1.46,1.46
VRSK,2022-12-31,1.43,1.17
VRSK,2023-03-31,1.29,1.18
VRSK,2023-06-30,1.51,1.40
VRSK,2023-09-30,1.52,1.46
VRSK,2023-12-31,1.40,1.42
VRSK,2024-03-31,1.63,1.52
VRSK,2024-06-30,1.74,1.63
VRSK,2024-09-30,1.67,1.60
VRSK,2024-12-31,1.61,1.60
WBD,2021-03-31,0.21,0.61
WBD,2021-06-30,0.83,0.54
WBD,2021-09-30,0.42,0.40
WBD,2021-12-31,0.14,0.89
WBD,2022-03-31,0.69,0.56
WBD,2022-06-30,-0.11,0.00
WBD,2022-09-30,0.17,0.02
WBD,2022-12-31,0.42,-0.03
WBD,2023-03-31,0.18,0.21
WBD,2023-06-30,-0.51,-0.39
WBD,2023-09-30,-0.17,-0.13
WBD,2023-12-31,-0.16,-0.11
WBD,2024-03-31,-0.40,-0.24
WBD,2024-06-30,-4.07,-0.18
WBD,2024-09-30,0.05,-0.07
WBD,2024-12-31,-0.20,0.04
WDAY,2020-01-31,0.50,0.40
WDAY,2020-04-30,0.44,0.47
WDAY,2020-07-31,0.84,0.65
WDAY,2020-10-31,0.86,0.67
WDAY,2021-01-31,0.73,0.55
WDAY,2021-04-30,0.87,0.73
WDAY,2021-07-31,1.23,0.78
WDAY,2021-10-31,1.10,0.87
WDAY,2022-01-31,0.78,0.71
WDAY,2022-04-30,0.83,0.86
WDAY,2022-07-31,0.83,0.79
WDAY,2022-10-31,0.99,0.84
WDAY,2023-01-31,0.99,0.89
WDAY,2023-04-30,1.31,1.11
WDAY,2023-07-31,1.43,1.25
WDAY,2023-10-31,1.53,1.40
WDAY,2024-01-31,1.57,1.44
WDAY,2024-04-30,1.74,1.57
WDAY,2024-07-31,1.75,1.63
WDAY,2024-10-31,1.89,1.72
WDAY,2025-01-31,1.92,1.75
XEL,2020-03-31,0.56,0.59
XEL,2020-06-30,0.54,0.46
XEL,2020-09-30,1.14,1.08
XEL,2020-12-31,0.54,0.54
XEL,2021-03-31,0.67,0.61
XEL,2021-06-30,0.58,0.56
XEL,2021-09-30,1.13,1.19
XEL,2021-12-31,0.58,0.58
XEL,2022-03-31,0.70,0.68
XEL,2022-06-30,0.60,0.60
XEL,2022-09-30,1.18,1.20
XEL,2022-12-31,0.69,0.69
XEL,2023-03-31,0.76,0.74
XEL,2023-06-30,0.52,0.55
XEL,2023-09-30,1.23,1.27
XEL,2023-12-31,0.83,0.85
XEL,2024-03-31,0.88,0.80
XEL,2024-06-30,0.54,0.55
XEL,2024-09-30,1.25,1.29
XEL,2024-12-31,0.81,0.87
XEL,2025-03-31,0.84,0.93
ZS,2020-01-31,0.09,0.03
ZS,2020-04-30,0.07,0.02
ZS,2020-07-31,0.05,0.03
ZS,2020-10-31,0.14,0.06
ZS,2021-01-31,0.10,0.08
ZS,2021-04-30,0.15,0.07
ZS,2021-07-31,0.14,0.09
ZS,2021-10-31,0.14,0.12
